name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
Molpher_mean,sim,murcko,0.9999999999999999,-,0.6893427251014113,0.49160342119146655,0.16083179020553007
REINVENT_mean,sim,murcko,0.0,-,0.3893782454274505,0.9271414752882479,0.0
DrugEx_GT_epsilon_0.1_mean,sim,murcko,0.17504745705923086,-,0.6236169662525745,0.9351256674907832,0.2093738366105661
DrugEx_GT_epsilon_0.6_mean,sim,murcko,0.19671327186412613,-,1.0,1.0000000000000002,0.3463407322886801
DrugEx_RNN_epsilon_0.1_mean,sim,murcko,0.23473547291132923,-,0.06482113300146408,0.6781852493506327,0.8176482248792492
DrugEx_RNN_epsilon_0.6_mean,sim,murcko,0.18795620399012758,-,0.8579219847622648,0.815362127655452,0.4984407559795195
GB_GA_mut_r_0.01_mean,sim,murcko,0.2509177165551778,-,0.7080679262188129,0.4179362148016169,0.8712572099926993
GB_GA_mut_r_0.5_mean,sim,murcko,0.2192826648085765,-,0.8510881302218081,0.3670687415550235,0.9999999999999998
GB_GA_log_p_mut_r_0.01_mean,sim,murcko,0.2018028880781677,-,0.0,0.4128951313093797,0.10793836513868807
GB_GA_log_p_mut_r_0.5_mean,sim,murcko,0.11233499401918334,-,0.0067152803526552285,0.4145259590102656,0.18495293258747475
addcarbon_mean,sim,murcko,0.29445571368054424,-,0.08809664021337121,0.0,0.022941435278077273
