QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1
Glucocorticoid_receptor_sim_2_1288	False	1	0.23919	0.76081
Glucocorticoid_receptor_sim_2_1098	False	0	0.91153	0.08847
Glucocorticoid_receptor_sim_2_0410	True	1	0.04468	0.95532
Glucocorticoid_receptor_sim_2_1598	False	0	0.96935	0.03065
Glucocorticoid_receptor_sim_2_0854	True	0	0.67738	0.32262
Glucocorticoid_receptor_sim_2_1650	False	0	0.83239	0.16761
Glucocorticoid_receptor_sim_2_0992	True	0	0.65579	0.34421
Glucocorticoid_receptor_sim_2_0863	True	1	0.12058	0.87942
Glucocorticoid_receptor_sim_2_1335	False	0	0.65483	0.34517
Glucocorticoid_receptor_sim_2_1451	False	1	0.33848	0.66152
Glucocorticoid_receptor_sim_2_1358	False	0	0.93675	0.06325
Glucocorticoid_receptor_sim_2_0758	True	0	0.93004	0.06996
Glucocorticoid_receptor_sim_2_0466	True	1	0.44896	0.55104
Glucocorticoid_receptor_sim_2_0883	True	1	0.027	0.973
Glucocorticoid_receptor_sim_2_0415	True	1	0.16817	0.83183
Glucocorticoid_receptor_sim_2_1205	False	0	0.96758	0.03242
Glucocorticoid_receptor_sim_2_1894	False	0	0.99067	0.00933
Glucocorticoid_receptor_sim_2_1733	False	0	0.9955	0.0045
Glucocorticoid_receptor_sim_2_0939	True	0	0.67159	0.32841
Glucocorticoid_receptor_sim_2_1106	False	0	0.6985	0.3015
Glucocorticoid_receptor_sim_2_0858	True	1	0.05117	0.94883
Glucocorticoid_receptor_sim_2_0187	True	1	0.36881	0.63119
Glucocorticoid_receptor_sim_2_0916	True	1	0.44836	0.55164
Glucocorticoid_receptor_sim_2_0476	True	1	0.29704	0.70296
Glucocorticoid_receptor_sim_2_1915	False	1	0.11235	0.88765
Glucocorticoid_receptor_sim_2_0167	True	1	0.02267	0.97733
Glucocorticoid_receptor_sim_2_1405	False	0	0.67738	0.32262
Glucocorticoid_receptor_sim_2_0344	True	1	0.40594	0.59406
Glucocorticoid_receptor_sim_2_0028	True	0	0.65483	0.34517
Glucocorticoid_receptor_sim_2_0693	True	1	0.06725	0.93275
Glucocorticoid_receptor_sim_2_0752	True	1	0.4125	0.5875
Glucocorticoid_receptor_sim_2_0357	True	1	0.077	0.923
Glucocorticoid_receptor_sim_2_1782	False	0	0.94295	0.05705
Glucocorticoid_receptor_sim_2_1452	False	1	0.11235	0.88765
Glucocorticoid_receptor_sim_2_0791	True	1	0.44457	0.55543
Glucocorticoid_receptor_sim_2_0833	True	1	0.12909	0.87091
Glucocorticoid_receptor_sim_2_1584	False	0	0.71169	0.28831
Glucocorticoid_receptor_sim_2_0084	True	1	0.35825	0.64175
Glucocorticoid_receptor_sim_2_1849	False	0	0.6645	0.3355
Glucocorticoid_receptor_sim_2_0711	True	0	0.7059	0.2941
Glucocorticoid_receptor_sim_2_0573	True	1	0.22091	0.77909
Glucocorticoid_receptor_sim_2_0727	True	1	0.15883	0.84117
Glucocorticoid_receptor_sim_2_0080	True	1	0.05142	0.94858
Glucocorticoid_receptor_sim_2_0010	True	1	0.03892	0.96108
Glucocorticoid_receptor_sim_2_0076	True	1	0.02423	0.97577
Glucocorticoid_receptor_sim_2_0790	True	1	0.05169	0.94831
Glucocorticoid_receptor_sim_2_0967	True	1	0.00467	0.99533
Glucocorticoid_receptor_sim_2_1399	False	1	0.34798	0.65202
Glucocorticoid_receptor_sim_2_1396	False	0	0.9398	0.0602
Glucocorticoid_receptor_sim_2_0030	True	1	0.3437	0.6563
Glucocorticoid_receptor_sim_2_0718	True	1	0.10733	0.89267
Glucocorticoid_receptor_sim_2_0754	True	1	0.39499	0.60501
Glucocorticoid_receptor_sim_2_0676	True	1	0.14553	0.85447
Glucocorticoid_receptor_sim_2_0111	True	1	0.11818	0.88182
Glucocorticoid_receptor_sim_2_1585	False	1	0.2415	0.7585
Glucocorticoid_receptor_sim_2_0462	True	0	0.63427	0.36573
Glucocorticoid_receptor_sim_2_1810	False	1	0.0209	0.9791
Glucocorticoid_receptor_sim_2_1032	False	0	0.981	0.019
Glucocorticoid_receptor_sim_2_1467	False	0	0.84326	0.15674
Glucocorticoid_receptor_sim_2_1837	False	0	0.68275	0.31725
Glucocorticoid_receptor_sim_2_0025	True	1	0.10352	0.89648
Glucocorticoid_receptor_sim_2_1103	False	0	0.9675	0.0325
Glucocorticoid_receptor_sim_2_0016	True	1	0.1123	0.8877
Glucocorticoid_receptor_sim_2_1606	False	0	0.93667	0.06333
Glucocorticoid_receptor_sim_2_1334	False	0	0.84783	0.15217
Glucocorticoid_receptor_sim_2_1505	False	1	0.49618	0.50382
Glucocorticoid_receptor_sim_2_0744	True	1	0.03533	0.96467
Glucocorticoid_receptor_sim_2_1415	False	0	0.77059	0.22941
Glucocorticoid_receptor_sim_2_1290	False	0	0.51051	0.48949
Glucocorticoid_receptor_sim_2_1538	False	0	0.90325	0.09675
Glucocorticoid_receptor_sim_2_0634	True	1	0.01742	0.98258
Glucocorticoid_receptor_sim_2_1393	False	0	0.87876	0.12124
Glucocorticoid_receptor_sim_2_0710	True	1	0.45138	0.54862
Glucocorticoid_receptor_sim_2_0195	True	0	0.68687	0.31313
Glucocorticoid_receptor_sim_2_1564	False	0	0.54647	0.45353
Glucocorticoid_receptor_sim_2_1685	False	1	0.4458	0.5542
Glucocorticoid_receptor_sim_2_0892	True	1	0.01758	0.98242
Glucocorticoid_receptor_sim_2_1416	False	0	0.6889	0.3111
Glucocorticoid_receptor_sim_2_0324	True	1	0.17005	0.82995
Glucocorticoid_receptor_sim_2_1326	False	0	0.81537	0.18463
Glucocorticoid_receptor_sim_2_0993	True	0	0.52746	0.47254
Glucocorticoid_receptor_sim_2_0353	True	1	0.26231	0.73769
Glucocorticoid_receptor_sim_2_1516	False	0	0.95783	0.04217
Glucocorticoid_receptor_sim_2_1486	False	0	0.93133	0.06867
Glucocorticoid_receptor_sim_2_1835	False	0	0.9525	0.0475
Glucocorticoid_receptor_sim_2_0089	True	1	0.2372	0.7628
Glucocorticoid_receptor_sim_2_1436	False	0	0.98483	0.01517
Glucocorticoid_receptor_sim_2_1468	False	0	0.86942	0.13058
Glucocorticoid_receptor_sim_2_1022	False	0	0.93133	0.06867
Glucocorticoid_receptor_sim_2_1125	False	0	0.50659	0.49341
Glucocorticoid_receptor_sim_2_1192	False	0	0.92328	0.07672
Glucocorticoid_receptor_sim_2_0853	True	0	0.67738	0.32262
Glucocorticoid_receptor_sim_2_0876	True	1	0.008	0.992
Glucocorticoid_receptor_sim_2_0942	True	1	0.11727	0.88273
Glucocorticoid_receptor_sim_2_0068	True	1	0.30521	0.69479
Glucocorticoid_receptor_sim_2_1012	True	1	0.08533	0.91467
Glucocorticoid_receptor_sim_2_0708	True	1	0.26113	0.73887
Glucocorticoid_receptor_sim_2_1142	False	0	0.96935	0.03065
Glucocorticoid_receptor_sim_2_0295	True	1	0.04563	0.95437
Glucocorticoid_receptor_sim_2_0007	True	1	0.17557	0.82443
Glucocorticoid_receptor_sim_2_1459	False	0	0.966	0.034
Glucocorticoid_receptor_sim_2_1700	False	0	0.69781	0.30219
Glucocorticoid_receptor_sim_2_1750	False	0	0.52329	0.47671
Glucocorticoid_receptor_sim_2_1398	False	0	0.76368	0.23632
Glucocorticoid_receptor_sim_2_1549	False	0	0.7205	0.2795
Glucocorticoid_receptor_sim_2_0206	True	0	0.58621	0.41379
Glucocorticoid_receptor_sim_2_0697	True	1	0.09675	0.90325
Glucocorticoid_receptor_sim_2_1324	False	0	0.992	0.008
Glucocorticoid_receptor_sim_2_1146	False	0	0.86177	0.13823
Glucocorticoid_receptor_sim_2_1628	False	0	0.93004	0.06996
Glucocorticoid_receptor_sim_2_0434	True	1	0.19367	0.80633
Glucocorticoid_receptor_sim_2_1250	False	0	0.951	0.049
Glucocorticoid_receptor_sim_2_0953	True	1	0.13535	0.86465
Glucocorticoid_receptor_sim_2_1301	False	0	0.994	0.006
Glucocorticoid_receptor_sim_2_0429	True	1	0.14774	0.85226
Glucocorticoid_receptor_sim_2_1203	False	0	0.9595	0.0405
Glucocorticoid_receptor_sim_2_0201	True	0	0.92058	0.07942
Glucocorticoid_receptor_sim_2_1186	False	0	0.96643	0.03357
Glucocorticoid_receptor_sim_2_1570	False	0	0.53444	0.46556
Glucocorticoid_receptor_sim_2_0735	True	0	0.63002	0.36998
Glucocorticoid_receptor_sim_2_1327	False	0	0.94295	0.05705
Glucocorticoid_receptor_sim_2_1004	True	1	0.26758	0.73242
Glucocorticoid_receptor_sim_2_1679	False	0	0.81191	0.18809
Glucocorticoid_receptor_sim_2_1264	False	0	0.9305	0.0695
Glucocorticoid_receptor_sim_2_1197	False	0	0.96267	0.03733
Glucocorticoid_receptor_sim_2_0593	True	1	0.44205	0.55795
Glucocorticoid_receptor_sim_2_0116	True	1	0.10921	0.89079
Glucocorticoid_receptor_sim_2_0827	True	1	0.11398	0.88602
Glucocorticoid_receptor_sim_2_0307	True	1	0.47267	0.52733
Glucocorticoid_receptor_sim_2_0378	True	1	0.24493	0.75507
Glucocorticoid_receptor_sim_2_0885	True	1	0.023	0.977
Glucocorticoid_receptor_sim_2_1531	False	0	0.8887	0.1113
Glucocorticoid_receptor_sim_2_0869	True	1	0.03342	0.96658
Glucocorticoid_receptor_sim_2_1867	False	0	0.77059	0.22941
Glucocorticoid_receptor_sim_2_1651	False	0	0.78675	0.21325
Glucocorticoid_receptor_sim_2_1021	False	0	0.97383	0.02617
Glucocorticoid_receptor_sim_2_1166	False	1	0.47052	0.52947
Glucocorticoid_receptor_sim_2_1689	False	1	0.46634	0.53366
Glucocorticoid_receptor_sim_2_1892	False	0	0.97672	0.02328
Glucocorticoid_receptor_sim_2_1296	False	0	0.991	0.009
Glucocorticoid_receptor_sim_2_1170	False	0	0.51004	0.48996
Glucocorticoid_receptor_sim_2_1234	False	0	0.7499	0.2501
Glucocorticoid_receptor_sim_2_1341	False	1	0.0209	0.9791
Glucocorticoid_receptor_sim_2_1803	False	0	0.986	0.014
Glucocorticoid_receptor_sim_2_1559	False	0	0.97971	0.02029
Glucocorticoid_receptor_sim_2_0688	True	1	0.12925	0.87075
Glucocorticoid_receptor_sim_2_1450	False	0	0.986	0.014
Glucocorticoid_receptor_sim_2_1219	False	1	0.4458	0.5542
Glucocorticoid_receptor_sim_2_0613	True	1	0.008	0.992
Glucocorticoid_receptor_sim_2_0505	True	1	0.018	0.982
Glucocorticoid_receptor_sim_2_1123	False	1	0.4809	0.5191
Glucocorticoid_receptor_sim_2_0325	True	1	0.01475	0.98525
Glucocorticoid_receptor_sim_2_0218	True	0	0.56764	0.43236
Glucocorticoid_receptor_sim_2_1657	False	0	0.988	0.012
Glucocorticoid_receptor_sim_2_1916	False	0	0.98567	0.01433
Glucocorticoid_receptor_sim_2_1843	False	0	0.89215	0.10785
Glucocorticoid_receptor_sim_2_0381	True	1	0.08321	0.91679
Glucocorticoid_receptor_sim_2_1799	False	0	0.52439	0.47561
Glucocorticoid_receptor_sim_2_1164	False	1	0.4823	0.5177
