QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1	Fold
Glucocorticoid_receptor_sim_4_0520	True	1	0.272	0.728	0.0
Glucocorticoid_receptor_sim_4_0709	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_4_0751	True	1	0.44833	0.55167	0.0
Glucocorticoid_receptor_sim_4_1280	False	0	0.95733	0.04267	0.0
Glucocorticoid_receptor_sim_4_0665	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_4_0661	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_4_1021	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_4_1220	False	0	0.51167	0.48833	0.0
Glucocorticoid_receptor_sim_4_0290	True	1	0.12667	0.87333	0.0
Glucocorticoid_receptor_sim_4_1174	False	0	0.83333	0.16667	0.0
Glucocorticoid_receptor_sim_4_0876	True	1	0.39145	0.60855	0.0
Glucocorticoid_receptor_sim_4_0766	True	1	0.20857	0.79143	0.0
Glucocorticoid_receptor_sim_4_0496	True	1	0.45167	0.54833	0.0
Glucocorticoid_receptor_sim_4_1064	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_4_0548	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_4_0461	True	1	0.09	0.91	0.0
Glucocorticoid_receptor_sim_4_0165	True	1	0.12667	0.87333	0.0
Glucocorticoid_receptor_sim_4_0297	True	1	0.177	0.823	0.0
Glucocorticoid_receptor_sim_4_0195	True	1	0.33833	0.66167	0.0
Glucocorticoid_receptor_sim_4_1755	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_4_1022	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_4_1520	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_4_0499	True	1	0.36	0.64	0.0
Glucocorticoid_receptor_sim_4_0001	True	1	0.11333	0.88667	0.0
Glucocorticoid_receptor_sim_4_1868	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_4_1575	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_4_1962	False	1	0.16767	0.83233	0.0
Glucocorticoid_receptor_sim_4_1498	False	1	0.16767	0.83233	0.0
Glucocorticoid_receptor_sim_4_0558	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_4_1194	False	0	0.56667	0.43333	0.0
Glucocorticoid_receptor_sim_4_1608	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_4_1491	False	1	0.476	0.524	0.0
Glucocorticoid_receptor_sim_4_0888	True	1	0.1	0.9	0.0
Glucocorticoid_receptor_sim_4_2015	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_4_1224	False	1	0.24	0.76	0.0
Glucocorticoid_receptor_sim_4_0194	True	1	0.43714	0.56286	0.0
Glucocorticoid_receptor_sim_4_0386	True	0	0.5	0.5	0.0
Glucocorticoid_receptor_sim_4_1630	False	0	0.83333	0.16667	0.0
Glucocorticoid_receptor_sim_4_1287	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_4_2008	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_4_1776	False	0	0.53967	0.46033	0.0
Glucocorticoid_receptor_sim_4_1366	False	0	0.85333	0.14667	0.0
Glucocorticoid_receptor_sim_4_0878	True	1	0.28033	0.71967	0.0
Glucocorticoid_receptor_sim_4_1370	False	0	0.55233	0.44767	0.0
Glucocorticoid_receptor_sim_4_0893	True	1	0.15333	0.84667	0.0
Glucocorticoid_receptor_sim_4_1911	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_4_1862	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_4_1526	False	0	0.66	0.34	0.0
Glucocorticoid_receptor_sim_4_1585	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_4_0208	True	1	0.48976	0.51024	0.0
Glucocorticoid_receptor_sim_4_0219	True	0	0.79667	0.20333	0.0
