name,type_cluster,scaffold,SSo,TUPOR_,TUPOR,SESY,ASER
Molpher_mean,dis,csk,0.13016694735011125,-,0.6610293219525025,0.42168474687090396,0.17655783504561468
REINVENT_mean,dis,csk,0.11071084070621495,-,0.5951072130008902,0.398947199045308,0.16143818845536667
DrugEx_GT_epsilon_0.1_mean,dis,csk,0.05730488547324786,-,0.7003998218029335,0.5854978947722929,0.19743765143620662
DrugEx_GT_epsilon_0.6_mean,dis,csk,0.5427745756145388,-,0.8839348669752334,0.9999999999999999,0.38735703463134274
DrugEx_RNN_epsilon_0.1_mean,dis,csk,0.0,-,0.4841534141603201,0.3048428231584913,0.20611306810553703
DrugEx_RNN_epsilon_0.6_mean,dis,csk,0.4616876981585589,-,0.8025761704235819,0.3292101917718373,1.0
GB_GA_mut_r_0.01_mean,dis,csk,0.8514878199198268,-,0.9464402099464546,0.1809648770388493,0.888191332255033
GB_GA_mut_r_0.5_mean,dis,csk,0.7656411837725434,-,0.9999999999999999,0.14911618536889704,0.8792793714318593
GB_GA_log_p_mut_r_0.01_mean,dis,csk,0.9997618144010376,-,0.6477511237508047,0.5259619803734333,0.0836023756704748
GB_GA_log_p_mut_r_0.5_mean,dis,csk,0.9998547166678522,-,0.5663028362577138,0.3846172948784982,0.15702056655521385
addcarbon_mean,dis,csk,1.0,-,0.0,0.0,0.0
